gender,city_category,occupation,stay_years,marital_status,purchase_amount,quantity,product_category,payment_method,age_group
M,A,13,3,0,803.43,1,Eletronicos,Cartao_Credito,46-50
F,C,5,4,0,854.73,3,Roupas,Dinheiro,36-45
M,B,6,4,1,356.19,3,Esportes,Cartao_Debito,26-35
M,B,5,3,1,471.84,2,Alimentos,PIX,36-45
F,B,17,1,0,827.46,3,Roupas,Cartao_Debito,51-55
F,B,1,3,1,145.1,4,Eletronicos,Cartao_Debito,26-35
M,B,15,1,1,308.64,1,Esportes,Dinheiro,55+
F,A,11,2,1,1353.87,3,Beleza,Cartao_Credito,51-55
M,A,1,2,0,482.79,5,Eletronicos,Dinheiro,0-17
F,C,12,4,1,204.89,2,Beleza,Dinheiro,51-55
M,B,15,2,1,432.84,4,Casa,Boleto,51-55
M,B,15,4,1,744.61,2,Eletronicos,Cartao_Credito,55+
F,A,11,4,0,87.54,2,Roupas,PIX,26-35
M,C,7,4,1,448.44,5,Esportes,Cartao_Debito,46-50
F,A,3,0,0,322.64,2,Beleza,Cartao_Credito,26-35
M,A,0,3,1,150.63,5,Alimentos,Cartao_Debito,26-35
F,A,7,1,1,423.76,4,Roupas,Cartao_Debito,36-45
F,C,13,2,0,371.71,5,Casa,PIX,51-55
M,B,0,2,0,397.64,5,Alimentos,Boleto,0-17
F,A,20,1,1,327.35,5,Casa,Cartao_Credito,55+
M,A,12,4,1,218.59,3,Alimentos,Cartao_Debito,46-50
M,B,6,4,0,168.53,5,Alimentos,PIX,36-45
M,B,20,2,1,266.56,1,Eletronicos,PIX,51-55
F,B,3,0,0,675.57,3,Roupas,Cartao_Debito,18-25
F,A,20,0,1,463.98,2,Roupas,PIX,55+
F,C,5,1,0,387.03,1,Beleza,Dinheiro,26-35
F,C,7,4,1,216.19,5,Casa,Dinheiro,36-45
F,B,8,2,1,322.35,5,Beleza,Dinheiro,18-25
M,A,20,0,0,627.85,4,Eletronicos,Boleto,46-50
F,B,5,2,1,546.14,4,Casa,Cartao_Credito,36-45
F,B,20,4,0,302.98,4,Roupas,PIX,55+
M,A,7,2,0,84.2,2,Eletronicos,Dinheiro,26-35
F,B,5,2,1,269.1,4,Beleza,Cartao_Credito,51-55
M,C,13,0,1,301.99,5,Eletronicos,PIX,55+
M,B,14,4,0,234.1,2,Roupas,PIX,51-55
M,C,7,0,0,314.85,2,Casa,PIX,26-35
M,B,2,4,0,658.48,1,Roupas,Cartao_Credito,18-25
M,B,8,1,0,394.5,5,Esportes,PIX,36-45
F,A,11,0,1,730.56,3,Brinquedos,Cartao_Credito,51-55
F,B,0,1,0,163.2,3,Alimentos,Cartao_Debito,0-17
M,A,1,0,1,335.95,2,Eletronicos,PIX,36-45
M,B,19,0,0,126.04,1,Alimentos,Dinheiro,55+
M,A,0,0,0,312.33,5,Brinquedos,PIX,0-17
M,B,8,3,1,215.42,5,Alimentos,PIX,46-50
F,B,16,4,1,870.22,2,Roupas,Cartao_Credito,51-55
M,A,6,1,0,515.86,4,Eletronicos,PIX,26-35
F,A,10,3,0,741.67,3,Roupas,Cartao_Credito,36-45
F,C,1,1,0,311.81,4,Roupas,Boleto,18-25
F,A,16,2,1,218.8,1,Alimentos,Dinheiro,55+
F,B,13,1,0,214.66,4,Beleza,Cartao_Debito,46-50
M,B,17,4,0,473.08,1,Casa,PIX,55+
F,B,18,2,1,1195.23,2,Beleza,Boleto,55+
F,B,7,2,1,516.68,2,Roupas,Dinheiro,51-55
F,A,0,4,1,322.19,2,Eletronicos,Cartao_Debito,26-35
F,B,7,3,0,360.23,5,Beleza,Cartao_Credito,26-35
F,B,3,0,1,395.92,1,Roupas,PIX,36-45
F,B,11,0,0,1361.01,5,Beleza,Cartao_Debito,46-50
M,C,3,1,1,845.7,1,Esportes,PIX,46-50
F,C,19,0,0,471.53,5,Roupas,Cartao_Debito,51-55
F,A,12,3,1,430.88,2,Roupas,Dinheiro,55+
M,B,5,2,0,482.8,5,Eletronicos,Cartao_Debito,18-25
F,A,19,0,0,542.7,3,Beleza,Cartao_Credito,46-50
M,A,16,2,1,314.85,3,Eletronicos,Cartao_Debito,51-55
F,B,9,4,0,243.12,1,Beleza,PIX,18-25
M,B,3,4,1,749.44,3,Casa,Cartao_Credito,36-45
M,B,7,4,1,408.79,3,Beleza,Cartao_Credito,46-50
F,A,12,4,1,712.83,5,Roupas,Cartao_Credito,55+
M,A,16,3,0,1083.22,2,Esportes,Cartao_Credito,51-55
M,C,5,4,1,551.35,1,Esportes,Cartao_Credito,26-35
M,C,15,4,0,500.26,2,Eletronicos,Cartao_Credito,51-55
M,A,5,3,0,2752.17,2,Eletronicos,Cartao_Credito,18-25
F,B,5,2,0,456.78,5,Alimentos,Cartao_Debito,0-17
F,B,9,4,0,209.7,1,Alimentos,PIX,46-50
M,B,3,2,0,340.79,5,Esportes,PIX,0-17
F,B,8,0,0,1023.53,1,Roupas,Cartao_Credito,26-35
M,C,7,0,0,185.58,5,Esportes,Dinheiro,26-35
F,A,5,2,0,256.86,3,Roupas,Cartao_Credito,18-25
M,B,16,0,0,783.57,1,Esportes,Cartao_Credito,51-55
M,C,6,0,1,342.76,4,Esportes,Cartao_Credito,46-50
M,A,14,1,0,377.61,4,Brinquedos,Cartao_Credito,46-50
F,A,15,2,1,768.18,5,Beleza,Cartao_Credito,55+
M,C,13,2,1,262.41,1,Alimentos,Dinheiro,55+
M,C,5,2,0,167.14,4,Esportes,PIX,0-17
F,B,17,2,1,175.33,3,Roupas,PIX,55+
F,C,4,4,0,571.96,3,Roupas,Cartao_Credito,18-25
M,B,5,1,0,471.29,5,Brinquedos,Boleto,0-17
F,A,18,2,1,266.26,3,Beleza,Cartao_Credito,55+
F,B,7,3,0,201.29,2,Brinquedos,Cartao_Credito,36-45
M,C,14,1,0,342.97,3,Beleza,Cartao_Debito,46-50
F,C,0,0,0,788.32,5,Brinquedos,Boleto,0-17
M,A,12,0,0,244.33,5,Esportes,Dinheiro,36-45
F,A,18,1,0,271.07,4,Beleza,Cartao_Debito,55+
M,C,14,1,1,197.49,1,Eletronicos,Cartao_Credito,51-55
F,A,12,0,0,323.61,2,Casa,PIX,51-55
M,A,17,1,1,494.15,1,Alimentos,Cartao_Credito,51-55
M,C,6,3,0,1435.26,1,Esportes,Cartao_Credito,18-25
F,B,7,4,1,459.74,5,Alimentos,Cartao_Debito,51-55
M,B,1,2,1,390.64,5,Esportes,Cartao_Debito,36-45
F,A,14,0,1,677.06,1,Beleza,Cartao_Credito,51-55
F,A,15,3,1,612.61,3,Alimentos,Cartao_Credito,55+
F,C,15,0,0,285.26,2,Beleza,Dinheiro,51-55
M,B,15,0,1,1605.57,1,Alimentos,Cartao_Debito,55+
F,A,2,2,0,397.57,2,Beleza,Cartao_Credito,18-25
M,B,13,2,1,464.9,1,Alimentos,Cartao_Credito,55+
M,A,16,1,1,561.61,4,Esportes,Cartao_Debito,55+
F,A,4,4,1,496.47,5,Beleza,Cartao_Credito,36-45
F,A,10,0,0,1007.51,3,Beleza,Cartao_Credito,26-35
M,B,19,0,1,283.17,2,Casa,Cartao_Debito,55+
M,A,8,2,1,645.5,3,Alimentos,Cartao_Credito,51-55
F,B,15,2,1,445.3,5,Beleza,Cartao_Debito,55+
F,B,11,4,1,727.51,1,Beleza,Cartao_Credito,51-55
M,B,13,0,1,354.61,4,Esportes,PIX,55+
F,A,13,2,1,326.93,1,Beleza,Cartao_Credito,51-55
M,A,13,0,1,625.93,2,Esportes,Cartao_Debito,55+
M,A,16,0,0,500.09,3,Eletronicos,Cartao_Debito,46-50
F,B,18,2,1,246.61,2,Beleza,Cartao_Debito,55+
F,C,6,3,0,904.49,1,Roupas,Dinheiro,26-35
M,A,19,0,1,626.1,4,Esportes,Dinheiro,51-55
M,C,13,4,0,385.86,4,Eletronicos,Cartao_Debito,46-50
M,C,12,2,0,304.62,3,Esportes,Dinheiro,26-35
F,A,6,2,0,501.94,3,Casa,Cartao_Debito,26-35
M,A,8,4,0,599.62,1,Eletronicos,Cartao_Credito,36-45
M,A,13,1,0,155.02,4,Brinquedos,Cartao_Credito,36-45
F,A,7,1,0,505.43,2,Beleza,Cartao_Credito,26-35
M,B,6,3,0,596.77,2,Esportes,Cartao_Credito,36-45
F,A,17,0,0,98.35,5,Alimentos,Cartao_Credito,51-55
M,C,8,4,1,453.83,4,Alimentos,PIX,51-55
F,B,13,4,0,612.02,4,Roupas,PIX,36-45
M,C,0,4,1,571.65,2,Esportes,Cartao_Credito,0-17
M,C,1,2,0,652.93,3,Esportes,Cartao_Credito,18-25
M,B,17,3,0,331.44,1,Esportes,Cartao_Credito,46-50
F,C,2,4,0,216.17,2,Eletronicos,PIX,26-35
F,C,16,0,0,137.02,5,Beleza,Dinheiro,51-55
M,B,18,1,1,776.92,3,Casa,PIX,55+
M,A,10,2,1,615.13,4,Esportes,Cartao_Credito,51-55
F,B,18,3,0,813.29,4,Roupas,Cartao_Credito,55+
M,A,8,3,1,261.1,5,Eletronicos,Cartao_Credito,51-55
M,B,19,4,0,653.47,1,Casa,Boleto,55+
F,B,4,2,1,163.76,3,Beleza,PIX,46-50
M,B,8,0,0,239.44,5,Brinquedos,PIX,36-45
M,C,8,0,0,435.1,1,Esportes,PIX,26-35
M,A,16,4,0,600.6,5,Casa,Cartao_Credito,51-55
M,B,0,2,0,1104.79,3,Esportes,Cartao_Credito,0-17
M,B,17,3,1,349.31,2,Alimentos,Boleto,51-55
F,C,0,2,1,239.98,4,Roupas,Cartao_Debito,26-35
F,B,6,4,1,232.69,5,Beleza,Cartao_Debito,36-45
M,A,12,1,1,267.01,1,Alimentos,Cartao_Credito,46-50
F,B,3,0,0,1529.38,4,Alimentos,Cartao_Credito,26-35
M,A,10,3,1,635.32,5,Casa,Boleto,51-55
F,C,20,2,1,786.44,4,Alimentos,PIX,51-55
M,B,17,4,1,349.54,3,Eletronicos,Boleto,55+
F,B,0,0,0,403.03,1,Casa,Dinheiro,26-35
M,B,12,1,1,613.73,3,Alimentos,Cartao_Debito,55+
M,C,12,4,1,297.83,5,Esportes,PIX,46-50
M,C,1,4,0,338.73,4,Casa,PIX,0-17
M,B,13,0,1,269.13,3,Casa,PIX,51-55
M,C,10,4,1,308.43,2,Casa,Dinheiro,51-55
F,B,14,0,1,415.46,5,Alimentos,PIX,55+
F,C,6,0,1,246.4,5,Roupas,PIX,46-50
M,C,5,4,0,478.95,2,Esportes,Dinheiro,26-35
F,A,15,0,1,478.54,5,Casa,Cartao_Credito,55+
F,A,15,1,1,362.29,2,Casa,Cartao_Debito,55+
F,A,3,0,0,245.56,5,Alimentos,PIX,26-35
F,A,4,2,1,429.65,5,Casa,Cartao_Debito,46-50
F,B,12,0,0,297.99,4,Beleza,PIX,36-45
M,A,17,1,1,414.87,3,Esportes,PIX,55+
F,B,4,1,0,779.67,2,Brinquedos,Cartao_Debito,0-17
F,A,4,3,0,190.23,1,Beleza,Cartao_Debito,0-17
M,A,16,2,0,1486.37,1,Casa,Cartao_Credito,55+
M,B,14,0,0,386.25,5,Casa,Cartao_Credito,46-50
M,B,18,2,1,516.51,4,Alimentos,Cartao_Credito,55+
F,B,16,2,0,256.81,2,Beleza,Cartao_Debito,55+
M,C,20,1,1,800.57,3,Eletronicos,Dinheiro,51-55
F,C,3,2,0,374.14,5,Roupas,Dinheiro,0-17
F,B,5,1,0,318.47,4,Beleza,Cartao_Credito,0-17
F,A,4,1,1,285.63,5,Alimentos,Dinheiro,36-45
M,A,1,3,0,343.4,1,Esportes,Cartao_Credito,0-17
F,C,16,1,0,518.54,1,Eletronicos,Dinheiro,36-45
F,B,13,1,1,447.5,4,Beleza,Cartao_Debito,55+
M,C,1,0,0,393.89,3,Esportes,Dinheiro,0-17
F,B,4,3,1,263.26,4,Beleza,PIX,36-45
M,A,4,3,1,254.3,5,Casa,Cartao_Credito,26-35
F,B,8,3,1,305.97,1,Casa,Cartao_Debito,46-50
M,C,9,0,0,531.75,5,Eletronicos,PIX,36-45
M,C,6,2,0,600.26,1,Esportes,Boleto,26-35
M,A,19,1,1,650.82,3,Eletronicos,Cartao_Credito,51-55
M,B,4,3,1,403.07,5,Roupas,PIX,36-45
M,A,11,1,1,507.83,4,Casa,Cartao_Credito,46-50
F,C,9,2,0,364.65,2,Beleza,Dinheiro,26-35
M,A,8,2,1,141.83,4,Casa,Dinheiro,46-50
M,C,17,3,1,354.41,5,Alimentos,PIX,51-55
F,A,20,3,1,322.08,2,Beleza,Cartao_Credito,51-55
F,B,0,4,1,216.28,5,Beleza,Cartao_Credito,18-25
M,B,9,2,0,287.02,4,Esportes,Cartao_Debito,36-45
F,B,2,4,0,437.49,1,Alimentos,Cartao_Credito,18-25
M,C,9,4,0,204.39,2,Eletronicos,Dinheiro,36-45
F,C,12,2,1,263.36,5,Roupas,Dinheiro,51-55
M,C,8,3,1,1021.21,2,Casa,Cartao_Credito,46-50
F,B,6,4,0,154.22,5,Roupas,Boleto,18-25
F,C,6,4,0,361.44,3,Roupas,Dinheiro,26-35
F,B,6,1,0,200.38,2,Casa,PIX,26-35
F,B,6,3,0,256.99,5,Roupas,Boleto,18-25
F,B,7,2,0,358.3,4,Beleza,Dinheiro,18-25
M,B,14,0,1,223.06,2,Eletronicos,Cartao_Debito,55+
F,A,2,1,1,569.27,4,Esportes,Boleto,36-45
F,B,0,4,0,907.5,2,Brinquedos,Cartao_Credito,0-17
F,A,10,4,0,668.48,5,Casa,Cartao_Credito,46-50
M,A,14,3,0,746.03,1,Casa,Cartao_Credito,36-45
M,A,5,4,0,176.29,4,Esportes,PIX,0-17
F,A,4,2,0,348.68,1,Brinquedos,Boleto,0-17
M,C,13,3,0,534.03,4,Casa,Cartao_Debito,51-55
M,B,8,0,0,680.42,5,Eletronicos,Cartao_Debito,26-35
M,A,15,1,0,1155.18,4,Esportes,Cartao_Credito,51-55
F,C,3,0,1,766.19,3,Beleza,Dinheiro,36-45
M,C,2,4,0,690.83,5,Esportes,Cartao_Credito,18-25
M,C,11,3,0,1958.94,1,Casa,PIX,36-45
M,C,8,4,0,427.43,3,Esportes,Dinheiro,18-25
F,C,15,2,0,339.19,5,Alimentos,Cartao_Credito,51-55
F,B,10,2,1,448.73,2,Casa,Boleto,51-55
M,C,7,3,0,232.98,1,Esportes,Boleto,26-35
M,C,3,2,0,420.14,3,Beleza,PIX,0-17
F,B,3,1,1,143.15,3,Casa,Dinheiro,36-45
M,C,15,1,0,293.62,5,Brinquedos,Dinheiro,51-55
F,C,4,2,0,376.46,5,Beleza,Cartao_Credito,18-25
M,C,10,0,0,713.21,2,Esportes,Cartao_Credito,36-45
F,C,17,0,0,785.76,4,Alimentos,PIX,51-55
M,B,18,0,1,226.29,1,Casa,PIX,51-55
F,B,5,0,1,1401.95,1,Roupas,Cartao_Debito,26-35
M,B,2,0,0,440.99,4,Beleza,PIX,18-25
F,C,16,0,0,465.93,4,Roupas,Dinheiro,36-45
F,C,14,0,0,152.84,5,Alimentos,PIX,26-35
F,C,6,4,1,278.1,4,Casa,PIX,26-35
M,C,12,0,1,757.4,1,Casa,Cartao_Credito,51-55
M,C,3,2,0,446.69,4,Eletronicos,PIX,18-25
F,A,14,0,1,430.39,3,Alimentos,PIX,55+
F,C,15,4,0,462.34,2,Roupas,Dinheiro,46-50
M,A,6,1,1,169.71,2,Brinquedos,Cartao_Debito,36-45
M,B,9,3,0,380.71,5,Casa,PIX,36-45
M,A,7,3,0,939.17,1,Esportes,Cartao_Credito,26-35
F,B,0,3,1,774.35,3,Alimentos,Cartao_Credito,36-45
F,B,2,3,1,374.23,1,Beleza,Boleto,36-45
F,A,20,2,0,1030.91,4,Beleza,Cartao_Credito,55+
F,B,9,3,1,189.53,1,Beleza,Dinheiro,51-55
M,C,3,4,0,225.2,5,Esportes,Cartao_Debito,26-35
M,A,0,1,0,1234.19,5,Eletronicos,Cartao_Credito,0-17
M,B,7,4,1,570.65,5,Casa,Cartao_Debito,46-50
F,A,20,4,1,339.23,2,Alimentos,PIX,55+
M,A,8,3,0,390.26,4,Alimentos,Cartao_Debito,26-35
M,A,20,4,1,248.64,1,Brinquedos,Dinheiro,51-55
M,B,10,0,1,476.26,2,Esportes,Dinheiro,55+
M,C,16,2,0,454.15,1,Eletronicos,Dinheiro,51-55
F,B,16,3,1,408.27,1,Roupas,Cartao_Debito,46-50
M,C,0,4,0,201.17,2,Esportes,PIX,0-17
M,B,0,0,1,472.89,3,Esportes,PIX,18-25
F,C,19,4,0,293.62,5,Beleza,Dinheiro,51-55
M,C,19,0,0,223.28,1,Esportes,PIX,55+
M,B,2,1,0,862.68,3,Eletronicos,Cartao_Credito,18-25
M,A,13,3,0,1483.02,4,Eletronicos,Cartao_Credito,46-50
F,A,19,1,0,1294.1,2,Casa,Cartao_Credito,46-50
M,B,19,4,1,595.9,4,Casa,Cartao_Credito,55+
F,B,6,4,0,344.0,3,Brinquedos,Dinheiro,0-17
F,A,17,0,0,386.75,3,Alimentos,PIX,51-55
F,C,13,1,0,514.59,1,Beleza,Boleto,46-50
M,C,19,0,0,313.52,1,Alimentos,Dinheiro,51-55
F,A,3,3,0,890.06,5,Roupas,Cartao_Credito,26-35
M,A,12,4,1,118.93,5,Alimentos,PIX,55+
M,A,0,3,0,337.84,3,Eletronicos,PIX,0-17
M,B,7,0,1,652.39,3,Eletronicos,Cartao_Debito,46-50
M,C,0,0,1,242.96,3,Beleza,PIX,18-25
M,B,9,0,0,349.29,3,Casa,PIX,18-25
M,A,17,2,1,576.05,4,Eletronicos,Cartao_Credito,55+
M,B,13,3,0,1003.21,3,Esportes,Cartao_Credito,46-50
M,A,6,0,1,185.61,1,Esportes,Cartao_Credito,46-50
F,B,8,4,1,177.53,1,Roupas,PIX,46-50
F,B,7,1,1,228.69,5,Beleza,Dinheiro,51-55
M,B,15,2,1,160.37,4,Eletronicos,Cartao_Debito,55+
F,B,5,3,0,167.36,1,Beleza,Cartao_Debito,0-17
M,C,1,2,0,225.07,1,Brinquedos,Dinheiro,0-17
M,A,10,2,1,845.64,2,Alimentos,Cartao_Debito,51-55
M,C,17,1,0,334.54,3,Esportes,PIX,51-55
M,A,10,2,1,411.1,3,Casa,Cartao_Credito,51-55
M,B,4,1,0,227.4,1,Eletronicos,PIX,18-25
M,C,0,1,0,590.0,1,Beleza,PIX,18-25
M,B,19,3,0,1243.22,2,Casa,PIX,46-50
M,A,15,4,1,236.85,3,Eletronicos,Cartao_Credito,55+
M,B,3,4,0,1135.52,2,Beleza,Dinheiro,18-25
M,C,1,1,0,502.03,3,Eletronicos,Dinheiro,0-17
M,C,2,1,1,407.53,1,Alimentos,Dinheiro,36-45
M,B,7,0,0,512.9,5,Beleza,Cartao_Credito,26-35
M,A,17,1,0,509.95,5,Esportes,Dinheiro,55+
M,B,3,2,0,1229.38,2,Esportes,Cartao_Credito,26-35
M,A,17,1,0,551.22,5,Esportes,Cartao_Credito,46-50
M,A,0,3,0,558.17,3,Esportes,Cartao_Credito,0-17
F,B,15,0,1,313.28,1,Alimentos,PIX,51-55
M,C,5,2,0,667.44,2,Esportes,Cartao_Credito,0-17
M,A,20,1,0,227.21,1,Esportes,Cartao_Credito,55+
M,C,9,2,0,430.7,4,Esportes,Cartao_Debito,36-45
F,C,5,0,0,2275.53,4,Beleza,Cartao_Debito,18-25
F,C,5,2,0,89.79,4,Beleza,Dinheiro,26-35
F,A,17,3,1,464.0,1,Casa,PIX,55+
F,B,8,4,1,474.84,2,Beleza,PIX,46-50
M,A,7,1,0,351.83,3,Brinquedos,Cartao_Credito,0-17
F,A,15,2,0,356.84,1,Roupas,Cartao_Credito,51-55
M,B,11,3,1,426.17,1,Eletronicos,PIX,55+
F,B,13,2,0,346.82,2,Alimentos,PIX,36-45
M,A,9,2,0,460.9,3,Eletronicos,Cartao_Credito,36-45
M,A,1,1,0,301.1,1,Eletronicos,Dinheiro,0-17
F,C,0,4,0,1357.55,5,Casa,Dinheiro,0-17
M,C,0,3,1,346.82,3,Esportes,Boleto,26-35
F,B,12,4,1,567.8,1,Roupas,Cartao_Debito,51-55
M,C,10,3,0,270.04,1,Alimentos,PIX,46-50
F,A,15,1,0,706.19,5,Alimentos,Dinheiro,46-50
F,B,18,1,0,626.46,3,Beleza,Dinheiro,55+
M,C,3,0,1,518.82,5,Brinquedos,Dinheiro,36-45
F,B,20,3,0,217.8,4,Casa,Dinheiro,55+
F,A,19,3,0,256.87,5,Esportes,Dinheiro,51-55
F,B,12,1,1,1109.54,5,Beleza,Cartao_Debito,51-55
M,B,11,0,1,255.17,4,Casa,Cartao_Debito,55+
M,B,3,4,0,592.61,5,Eletronicos,Cartao_Debito,18-25
F,B,3,1,0,228.88,5,Beleza,PIX,0-17
M,B,0,2,0,738.8,2,Esportes,PIX,26-35
M,A,13,0,1,267.24,3,Esportes,PIX,55+
M,B,9,0,1,226.35,5,Esportes,PIX,46-50
F,A,4,4,1,263.12,5,Esportes,Boleto,26-35
M,C,2,3,0,289.37,1,Esportes,PIX,18-25
F,C,1,0,0,514.3,1,Roupas,Cartao_Debito,0-17
F,B,13,0,0,420.58,2,Roupas,PIX,51-55
M,C,14,2,0,209.12,4,Eletronicos,PIX,46-50
M,A,13,3,0,396.72,2,Eletronicos,Cartao_Credito,36-45
F,B,2,2,0,203.14,4,Eletronicos,PIX,18-25
M,B,0,4,0,593.56,1,Brinquedos,Boleto,0-17
F,B,2,3,1,662.58,1,Beleza,Cartao_Credito,26-35
F,C,15,3,1,397.67,4,Eletronicos,PIX,51-55
F,C,15,1,0,474.85,2,Beleza,PIX,51-55
M,B,6,3,0,1154.33,1,Esportes,Cartao_Debito,26-35
F,B,1,4,1,367.03,2,Roupas,Cartao_Debito,36-45
F,B,6,0,0,228.94,2,Eletronicos,PIX,18-25
M,A,17,3,0,571.07,3,Alimentos,Cartao_Credito,51-55
F,A,3,4,1,204.47,5,Beleza,Boleto,36-45
F,C,16,2,0,355.55,1,Beleza,PIX,51-55
F,C,9,3,0,281.63,4,Eletronicos,Dinheiro,26-35
M,C,2,1,1,264.78,2,Esportes,Dinheiro,46-50
M,A,19,0,1,347.22,3,Esportes,Cartao_Credito,55+
M,A,10,4,0,692.24,2,Casa,Cartao_Debito,46-50
M,B,14,1,1,783.21,2,Esportes,Cartao_Credito,55+
M,C,2,3,0,703.26,3,Beleza,Cartao_Credito,18-25
F,A,7,1,1,493.64,3,Roupas,Cartao_Credito,46-50
M,A,13,1,1,345.63,1,Esportes,Cartao_Credito,51-55
F,A,13,3,1,98.03,1,Roupas,Dinheiro,51-55
M,C,1,1,1,503.0,2,Esportes,Dinheiro,36-45
M,C,12,4,1,102.76,5,Esportes,Dinheiro,51-55
M,B,19,0,0,127.23,2,Casa,Dinheiro,55+
M,A,16,0,1,366.13,3,Esportes,Cartao_Credito,55+
F,C,4,0,0,472.83,3,Eletronicos,Boleto,26-35
F,B,19,1,0,307.77,2,Roupas,Dinheiro,51-55
F,A,14,0,0,1013.66,1,Casa,Cartao_Credito,46-50
M,A,1,1,0,532.33,3,Esportes,Cartao_Debito,0-17
F,B,2,0,1,347.36,5,Beleza,Dinheiro,26-35
M,B,19,3,0,926.84,5,Casa,Cartao_Credito,46-50
F,C,4,0,0,1031.81,2,Casa,Cartao_Credito,26-35
M,B,2,4,0,548.69,3,Esportes,Cartao_Credito,18-25
M,B,9,4,1,253.37,2,Esportes,Boleto,55+
M,B,11,3,1,289.99,5,Eletronicos,Dinheiro,51-55
M,B,12,3,1,169.35,3,Casa,Dinheiro,51-55
M,A,13,3,0,393.29,5,Alimentos,Dinheiro,36-45
F,B,20,4,1,214.86,5,Casa,Cartao_Debito,55+
F,A,15,2,0,331.14,2,Casa,Boleto,51-55
F,B,0,3,0,471.71,3,Beleza,Cartao_Debito,26-35
M,C,1,2,1,122.7,3,Esportes,Dinheiro,26-35
F,B,0,3,0,189.0,2,Roupas,PIX,0-17
M,B,8,1,1,297.64,5,Esportes,PIX,46-50
M,A,7,0,0,390.91,3,Beleza,Cartao_Credito,26-35
M,B,19,4,1,299.96,2,Esportes,PIX,51-55
M,B,7,3,0,342.99,3,Eletronicos,Cartao_Credito,18-25
F,C,0,3,1,264.09,5,Roupas,PIX,18-25
M,B,18,1,0,169.08,3,Casa,PIX,51-55
M,C,5,3,1,292.7,4,Casa,Boleto,51-55
F,B,19,2,1,354.99,5,Alimentos,Cartao_Credito,55+
M,C,16,0,0,334.88,2,Alimentos,Cartao_Credito,51-55
F,A,18,4,0,431.42,5,Casa,Cartao_Debito,51-55
M,A,17,4,1,518.71,3,Alimentos,Cartao_Debito,55+
F,A,3,4,0,607.31,3,Beleza,Cartao_Credito,18-25
F,A,13,2,0,275.85,4,Beleza,Boleto,36-45
F,C,8,1,1,156.73,1,Beleza,PIX,46-50
F,C,13,0,0,865.2,4,Beleza,Cartao_Debito,36-45
F,B,15,3,1,508.4,3,Beleza,Boleto,55+
F,B,10,4,1,227.51,4,Roupas,PIX,55+
M,B,6,0,0,476.57,5,Esportes,PIX,18-25
M,B,19,3,0,765.7,3,Casa,Boleto,55+
F,C,13,0,1,1138.54,5,Alimentos,Cartao_Credito,51-55
M,B,18,3,1,468.89,3,Esportes,Cartao_Credito,51-55
M,C,4,0,1,761.89,2,Casa,Cartao_Credito,36-45
M,A,17,4,1,195.24,4,Casa,Dinheiro,55+
M,C,6,0,0,394.83,1,Eletronicos,Boleto,26-35
M,A,9,2,0,329.97,5,Esportes,Cartao_Credito,26-35
F,B,18,3,1,495.49,1,Casa,Cartao_Debito,55+
F,C,7,4,1,1060.73,3,Beleza,PIX,26-35
F,A,5,1,0,468.69,5,Eletronicos,Cartao_Credito,0-17
M,A,19,4,0,229.84,1,Eletronicos,Dinheiro,46-50
M,B,20,0,0,189.04,3,Eletronicos,PIX,51-55
F,B,6,2,1,1082.98,3,Beleza,PIX,36-45
M,C,6,4,0,549.1,2,Eletronicos,Dinheiro,18-25
F,C,4,1,0,527.87,4,Beleza,Cartao_Credito,26-35
M,B,0,2,0,328.25,2,Esportes,PIX,0-17
F,C,11,2,1,473.77,2,Beleza,Dinheiro,46-50
M,B,5,1,1,223.15,2,Casa,PIX,51-55
F,C,17,3,1,508.93,4,Alimentos,Cartao_Debito,55+
F,A,3,2,1,199.35,5,Eletronicos,Dinheiro,26-35
M,B,13,3,1,325.2,1,Alimentos,PIX,51-55
F,A,10,2,0,274.31,3,Alimentos,PIX,26-35
M,A,12,4,1,57.14,2,Eletronicos,Cartao_Debito,55+
F,C,2,2,1,327.65,2,Esportes,Dinheiro,26-35
F,A,9,3,1,235.26,5,Eletronicos,PIX,36-45
M,B,13,3,0,355.59,4,Casa,Cartao_Debito,46-50
M,B,7,4,0,403.85,5,Brinquedos,Cartao_Credito,36-45
F,A,18,4,0,1165.33,4,Casa,Cartao_Credito,51-55
M,B,11,1,0,484.36,4,Casa,PIX,36-45
F,B,7,1,1,492.98,4,Brinquedos,Cartao_Credito,46-50
F,C,0,1,0,543.14,4,Roupas,Boleto,0-17
F,A,3,2,0,680.68,5,Alimentos,Cartao_Credito,18-25
M,C,10,2,0,529.84,2,Eletronicos,Dinheiro,46-50
F,C,8,0,1,477.72,1,Roupas,Cartao_Debito,51-55
F,B,18,4,0,618.16,3,Alimentos,Cartao_Debito,55+
M,B,16,4,0,94.07,1,Esportes,PIX,51-55
M,C,3,3,0,1412.94,1,Brinquedos,PIX,18-25
M,C,12,1,1,1047.16,1,Casa,Boleto,51-55
M,B,9,4,0,459.57,1,Eletronicos,Cartao_Credito,36-45
F,C,2,1,0,172.81,4,Brinquedos,PIX,0-17
M,C,13,1,1,833.98,3,Casa,Cartao_Credito,51-55
F,B,11,4,0,266.05,5,Alimentos,PIX,26-35
M,C,1,4,0,555.74,2,Eletronicos,Dinheiro,18-25
